id,text,label
795,"Nortel reports loss in Q3, sees pickup in Q4 Amid continuing problems with the release of its financial statements, Nortel Networksreported a loss for this year's third quarter, coupled with a drop in sales from the second quarter, but added that it expects improvements in fourth-quarter revenue.",3
796,"Stagg Bowl to Crown Division III Champion (AP) AP - Brett Elliott wanted to play football so much, he left Utah for Division III Linfield and a chance to spend his senior season on the field.",1
797,Halo 2 Pirated Word is flooding the internet this morning that copies of the highly anticipated Halo 2 have been pirated and are appearing on newsgroups and peer-to-peer networks as of Wednesday night.,3
798,"Hungry world 'must eat less meat' People will need to eat more vegetables and less meat because of dwindling water supplies, scientists say.",3
799,"Hey 19 -- Pats can #39;t lose Team stumbles but sets NFL win mark Foxboro, Mass. -- There have been prettier games in the streak, and certainly more meaningful ones. But among the hallmarks of the victories the Patriots have collected like so much pocket change over the ",1
800,"Soldier shot dead at Olympics A Greek soldier guarding an Olympic facility in Athens has been shot dead after apparently playing game of Russian roulette with a policeman, security sources say.",1
801,"Australian Open looks to the night MELBOURNE, Australia -- The centenary Australian Open will feature the first night men #39;s final in a Grand Slam event, organizers confirmed at the launch of the 2005 tournament.",1
802,"European Union to lift sanctions against United States BRUSSELS (Belgium): The European Union will lift sanctions against the United States now that US President George W. Bush has signed a law reforming corporate tax breaks deemed illegal by the World Trade Organisation, the EU executive commission said ",2
803,"BUTTON TO DISCOVER FUTURE Jenson Button will tomorrow discover whether he is allowed to quit BAR and move to Williams for 2005. The Englishman has signed contracts with both teams but prefers a switch to Williams, where he began his Formula One career in 2000.",1
804,PIMCO Adviser in \$20 Mln SEC Settlement The PIMCO mutual fund group #39;s adviser and two affiliates will pay more than \$20 million to settle charges involving failure to disclose payments made to brokers for ,2
805,"CORRECTED: Stocks Rise Before Earnings Blitz US stocks advanced on Monday as investors showed optimism that corporate earnings reports may come in better than expected, but crude oil prices at a fresh record near \$54 a barrel curbed gains.",2
806,"Nigerian senate to rule on Darfur troop deployment ABUJA, Aug 18 (AFP) -- The Nigerian senate said on Wednesday it would ask its defence committee to consider a request by President Olusegun Obasanjo for permission to deploy some 1,500 peacekeepers to Sudan #39;s war-torn Darfur region. ",0
807,"RP already in midst of fiscal crisis -- Arroyo FOR THE first time, President Gloria Macapagal-Arroyo acknowledged yesterday that the country was in a fiscal crisis, a move meant to rally the public behind her tax reform and cost-cutting measures to avert an Argentina-like financial meltdown in the ",2
808,"Sudan refutes Darfur death figures Darfur was about 10,000, blaming malnutrition and disease. He said the figure of 70,000 did not take into account deaths from violence.",0
809,"Howard Stern to Move to Satellite Radio (Reuters) Reuters - Howard Stern, one of the most popular\U.S. radio personalities, on Wednesday said he will broadcast\his show on Sirius Satellite Radio Inc.  beginning in\2006, after being dropped earlier this year from several\stations that objected to his often off-color humor.",2
810,Alberta says no to public inquiry into Calgary voting scandal (Canadian Press) Canadian Press - EDMONTON (CP) - Alberta will not hold a public inquiry into allegations that voting fraud took place during Calgary's civic election in October.,0
811,"Broncos 20, Panthers 17 Rumblin #39;, bumblin #39;, stumblin #39;, Julius Peppers looked up and saw nothing but 104 yards of Mile High air between himself and the end zone.",1
812,"Dell, Topspin tout InfiniBand clusters Dell's new servers, which use 96-port TS270 switch and other networking equipment, will be available by Oct. 31, Dell said.",3
813,East Timor marks historic vote East Timor celebrates the fifth anniversary of a historic vote to break away from Indonesia's rule.,0
814,Chiron Gets Grand Jury Subpoena on Vaccine Chiron today it received a grand jury subpoena requesting certain documents and materials related to its Fluvirin influenza vaccine.,2
815,US tobacco firms set for trial A \$280bn (156bn) government lawsuit against the largest cigarette manufacturers in the United States begins on Tuesday with both sides confident of victory.,0
816,"Red Sox Extend Season David Ortiz saves the Red Sox for the second straight game, singling home the winning run in the 14th inning to give the Red Sox a 5-4 win to force Game 6 in New York.",1
817,"U.N.: Robots to Surge Sevenfold by 2007 (AP) AP - The use of robots around the home to mow lawns, vacuum floors and manage other chores is set to surge sevenfold by 2007 as more consumers snap up smart machines, the United Nations said.",3
818,"6 injured, 48 detained in Argentine clash At least six Argentine protesters were injured and 48 people, including 18 women, were detained in the clash with police over the visit of the International Monetary Fund ",2
819,AstraZeneca Shares Fall on Crestor Worry  LONDON (Reuters) - Shares in AstraZeneca Plc fell as much  as 10 percent on Friday after regulators in the United States  and Europe raised safety concerns about the Anglo-Swedish drug  maker's anti-cholesterol treatment Crestor.,2
820,"Kenya #39;s Wangari Maathai wins 2004 Nobel Peace Prize: World News: Oslo, Oct 8 : Kenya #39;s environmentalist Wangari Maathai has won the 2004 Nobel Peace Prize  quot;for her contribution to sustainable development, democracy and peace, quot; the Norwegian Nobel Committee announced Friday.",0
821,Treasuries Lower on China US Debt Report Treasury prices sank on Friday as reports the Chinese authorities might be shedding some of their US debt holdings sparked fears of broader selling from Asian central banks.,2
822,Regulator vows to ease way for Net phone use BOSTON The United States #39; top telecommunications regulator plans to protect fledgling Internet telephone services from being taxed and heavily regulated by the 50 state governments.,3
823,"Poor nations on front line of operating-system wars (USATODAY.com) USATODAY.com - Experts say countries from Brazil to Russia to China are shunning Bill Gates' proprietary Windows operating system in favor of open source systems such as Linux, mounting a major challenge to Microsoft's global dominance.",3
824,Supreme Court to Decide Cable Internet Case The US Supreme Court said on Friday it would decide what regulations should apply to high-speed broadband Internet service offered by cable television companies like Time Warner Inc.,2
825,"Police defuse bomb after Blair #39;s visit Police have defused a bomb near the Sardinian holiday home of Silvio Berlusconi, the Italian prime minister, just hours after a visit by Tony Blair. ",0
826,"Burt Rutan: Building 'Tomorrowland' One Launch at a Time (SPACE.com) SPACE.com - MOJAVE, California nbsp;-- Nobody can claim that Burt \Rutan, the innovative aerospace designer, doesn't have his head in the \cloudsand his eyes focused on the stars.",3
827,Prez shuts down Giants The Dodgers #39; starter limits San Francisco to three hits as Los Angeles opens a 2 1/2-game lead. By Nick Peters -- Bee Staff Writer.,1
828,Golf Capsules Tom Lehman made two eagles Saturday for a 5-under 67 that left him tied for the lead with Briny Baird in the Funai Classic at Disney.,1
829,Greenspan Tries to Soothe Housing Worries US Federal Reserve Chairman Alan Greenspan said on Tuesday that he did not foresee big price distortions developing in home prices and said Americans were handling their debts well.,2
830,Update 4: Tokyo Stocks Hit Five-And-A-Half Week Low Tokyo stocks slid Monday to a five-and-a-half week low as concerns about rising oil prices sent the Tokyo stock market #39;s main index to its seventh consecutive decline.,2
831,"Netherlands Buys Gas Pipes From Exxon, Shell Venture (Update1) The Netherlands, Europe #39;s third-largest gas producer, agreed to pay 2.78 billion euros (\$3.55 billion) to buy the natural gas pipeline stakes of Royal/Dutch Shell Group and Exxon Mobil Corp.",2
832,"A harsh injection of reality What if baseball had a steroid scandal and nobody cared?  quot;In all honesty, that's an issue, quot; said Gary Roberts, an expert in sports law at Tulane.  quot;For all we know, the American public may not give a damn. They may be happy if all their gladiators were stoked up on steroids and hitting 500 home runs.",1
833,"Key college games on TV NOTRE DAME (4-2) vs. NAVY (5-0) &gt; When, where: Tomorrow, noon, at East Rutherford, N.J. TV, radio: Channels 4, 12; WJDA (1300). AP rankings: Neither team is ranked. Last season: Notre Dame won, 27-24. Comments: Notre Dame and Navy play for the 78th consecutive year, making it the longest continuous intersectional rivalry in the country. The Irish hold a 67-9-1 ...",1
834,"Devil Rays hold off Tigers 4-1, avoid last-place finish for first &lt;b&gt;...&lt;/b&gt; Lou Piniella sprayed champagne after World Series victories as a player and a manager. He wanted some to celebrate a smaller achievement Friday night: For the first time in their history, the Tampa Bay Devil Rays won #39;t finish last.",1
835,"Garcia puts Spain in sight of World Cup Inspired by a breathtaking performance by Sergio Garcia, Spain took over the lead from England going into today #39;s final round of the World Cup.",1
836,"Has the mystery of the Holy Grail been solved? For centuries the whereabouts of the Holy Grail, supposing it exists at all, has exercised the minds of scholars and tested the endurance of treasure hunters.",3
837,"Hope Turns to Caution in French Hostage Crisis  BAGHDAD/PARIS (Reuters) - Two French hostages held in Iraq  are being well treated but there are hurdles to overcome to  secure their release, officials said.",0
838,F1: Barrichello fastest in rain Ferrari's Rubens Barrichello sets the pace in Saturday's truncated practice at the Belgian Grand Prix.,0
839,"Pakistani Commandos Storm Hideout, Freeing a Chinese Hostage One Chinese hostage was freed and another killed when Pakistani commandos stormed the hideout of Islamic militants in northwestern Pakistan today, government officials said.",0
840,Sweeping sensation The jarring image of a brooding David Ortiz angrily snapping his maple bat over his knee?,1
841,"Colombia Destroys Stockpiled Land Mines In eight thunderous explosions, Colombia blew up its remaining 6,800 stockpiled land mines, winning the praise of Jordan's visiting Queen Noor who said the move took courage given that the nation is still fighting an internal conflict.",0
842,"Yahoo Search Gets Personal, Too Following in the footsteps of search rivals Ask Jeeves and Amazon.com #39;s A9, Yahoo on Tuesday unveiled a beta version of a toolset that personalizes searching the portal and the Web.",3
843,Howard says help at hand PRIME Minister Mr John Howard was yesterday forced to defend Mr Alexander Downer in relation to the Foreign Ministers comments that Australia was not bound to help the US defend Taiwan.,0
844,Sky-High Oil Price Down for a Second Day  LONDON (Reuters) - Oil prices fell from record peaks for a  second session on Wednesday as big-money funds took profits  from a searing rally on signs that high commodity prices are  finally starting to dampen demand.,2
845,"Iowa upends No. 15 Texas Pierre Pierce hit a 25-foot jumper with 44 seconds left to give Iowa the lead for good, and the Hawkeyes beat No. 15 Texas, 82-80, last night in the semifinals of the Maui Invitational.",1
846,Beslan braces for revenge Tanik Koizev wanders through the burned-out gymnasium of the school where hundreds of hostages died during a terrifying siege in September.,0
847,"Feds Target Scofflaws And Spammers As part of its recent crackdown on cybercrime, the Justice Department last week detailed major enforcement actions against copyright scofflaws and spammers.",3
848,"African Union agrees to send more troops and civilian police to Darfur (Canadian Press) Canadian Press - ADDIS ABABA, Ethiopia (AP) - The African Union's Peace and Security Council voted Wednesday to boost the number of peacekeepers in Sudan's Darfur region and send a contingent of civilian police to monitor efforts to end violence that has driven more than 1.5 million people from their homes.",0
849,"Failed Road Test After winning 13 in a row and 21 of 22 in the series, many by lopsided margins, the seventh-ranked Huskies found themselves locked in a 40-minute struggle.",1
850,"U.S. Marine Killed in Western Iraq  BAGHDAD (Reuters) - Insurgents have killed a U.S. Marine in  western Iraq, the U.S. military said Friday.",0
851,"Larsson surgery blow Swedish striker Henrik Larsson is expecting his injury, sustained on the weekend playing for Barcelona against Real Madrid, to lead to surgery.",1
852,Slowing H2 chip sales to hit 2005's growth - report Cause: softening in notebook PC and mobile phone demand,3
853,"Motorola to cut 1,000 jobs, take \$50 million charge Motorola spokeswoman Jennifer Weyrauch said the cuts would be made worldwide  quot;to better align our work force quot; and in anticipation of the separation of its chip operations, now operating independently as Freescale Semiconductor Inc.",2
854,"It's no easy task for Notre Dame Notre Dame of Hingham , often among the top girls' soccer programs in EMass, expected to compete for the Division 1 title this season. The Cougars didn't expect that they'd begin the season with a new coach.",1
855,Bush condemns Taba explosions President George W. Bush on Friday condemned the attacks in Egypt that killed at least 28 people and offered help to the Egyptian government as it seeks those responsible.,0
856,Wales finish by making right sort of splash WELSHMEN Phillip Price and Bradley Dredge had to birdie the final three holes to remain in contention at the World Cup in Spain. The Wales duo had slipped way off the hot foursomes pace being set by England #39;s ,1
857,"Also, airline says bankruptcy filing possible in  #39;near term #39; SAN FRANCISCO (CBS.MW) -- The auditor for Delta Air Lines raised doubts about the future of the nation #39;s third-largest carrier in a regulatory filing late Wednesday as the company also sharpened its warning about filing for bankruptcy protection.",2
858,"Criticism and Praise for New HDS Storage Platform Hitachi Data Systems #39; (Quote, Chart) TagmaStore Universal Storage Platform was designed to grab market share from high-end competitors EMC and IBM (Quote, Chart).",3
859,"Viacom: Blockbuster Exchange Successful Media conglomerate Viacom Inc. (VIAb) said Wednesday its exchange offer to split off its Blockbuster Inc. (BBI) unit, which expired at midnight Tuesday, was successful, based on preliminary results.",2
860,UM scientist helps unravel space secrets Data from the far reaches of outer space have been streaming into Dan Reisenfeld #39;s computer at the University of Montana since late Wednesday.,3
861,"Britain honours war heroes from Iraqi, Afghan campaigns (AFP) AFP - A sergeant who led a an attack on Iraqi forces despite being wounded and a Gurkha who saved the life of a US soldier in Afghanistan are among 90 British servicemen and women to be awarded military honours on Tuesday.",0
862,"ATP Players to Get Approved Nutritional Supplements  HOUSTON (Reuters) - The ATP, organizers of the men's tour,  will unveil a partnership deal with a pharmaceutical giant  Tuesday to provide approved nutritional supplements to players  next season.",1
863,"Schwarzenegger tells Japanese investors they #39;ll  #39;be back #39; to &lt;b&gt;...&lt;/b&gt; TOKYO : California Governor Arnold Schwarzenegger tried to work his film celebrity on Japanese investors, using a trademark line from  quot;Terminator quot; to pump up the benefits of his state.",2
864,Nasa jet set for speed record bid An  quot;air-breathing quot; test plane will attempt to break a world speed record for the second time in a year by flying at nearly 10 times the speed of sound.,3
865,Kerry Accuses Bush of Hiding the Truth About Iraq Senator Kerry leveled his charges in a speech prepared for delivery later today before the National Guard Association in Las Vegas.,0
866,"NASA Says Shuttle Is On Track for May Flight NASA engineers said yesterday that plans to send the space shuttle aloft next May appear to be proceeding smoothly, but designers acknowledged  quot;setbacks quot; in devising onboard techniques to ",3
867,Jordan Makes Statement Wizards coach Eddie Jordan says the team is making a statement that immaturity will not be tolerated by suspending Kwame Brown one game for not taking part in a team huddle during a loss to Denver.,1
868,PalmOne to Unveil New Handheld Organizer (AP) AP - Handheld computer maker PalmOne Inc. plans to unveil Monday a new memory-packed personal digital assistant that can double as a portable USB flash drive.,3
869,"D-Backs have become laughingstocks Wally Backman is out of a job and the Arizona Diamondbacks are the laughingstocks of baseball. Other than that, its been a pretty normal week here in the desert.",1
870,Dollar Up Slightly Vs. Euro  NEW YORK (Reuters) - The dollar eked out marginal gains  against the euro on Tuesday as the market digested a  slew of  U.S. economic data that failed to substantially alter the  outlook for gradual increases in U.S. interest rates.,2
871,Merck profits beat forecasts German drugs and chemicals group Merck has reported quarterly earnings that have easily beaten forecasts thanks to strong sales of cancer drug Erbitux and a one-off payment for an alcoholism drug.,2
872,"US Call Centers Declining The number of US call centers is expected to decline through 2008, with Canada getting many of the jobs the US will lose, a research firm said Friday.",3
873,"J amp;J deal with Guidant in the offing The prospect of Johnson  amp; Johnson acquiring Guidant, a medical device maker that brought cutting-edge technology to cardiovascular medicine, has fueled whispers for years, gaining intensity when ",2
874,"Florida school district talks to Sting on iChat AV (MacCentral) MacCentral - Music students of the Manatee School District in Bradenton, Florida talked to music legend Sting on Friday using Apple's iChat AV, an iSight camera and a PowerBook G4. Sting spoke to students from the Telewest Arena in Newcastle, England an hour before he was to perform a concert for his latest tour.",3
875,"Bush Unlikely Heisman Trophy Finalist (AP) AP - In some ways, Reggie Bush is the most unlikely Heisman Trophy finalist. He doesn't start for No. 1 Southern California, and ranks second on the team in rushing and receiving. He's a sophomore, and the previous winners have all been juniors or seniors. Finally, he's often been overshadowed by teammate Matt Leinart, also a finalist for the award.",1
876,"Icahn Supports Blockbuster-Hollywood Deal Billionaire investor Carl Icahn on Tuesday weighed into the bidding fray for Hollywood Entertainment Corp. (HLYW.O: Quote, Profile, Research) , saying he supports a merger between the No.",2
877,Black day for Conrad The hammer finally came down yesterday on Lord Conrad Moffat Black of Crossharbour - known also by his media nickname of Tubby. Lawyers went to court and filed a 76-page  quot;complaint quot; against the former newspaper ,2
878,"Microsoft Gives Government Access to Office 2003 Code (Update1) Microsoft Corp., the world #39;s biggest software company, said it will make the source code for its Office 2003 software available as part of a government security program.",3
879,"Video to DVD, Sans PC You can archive old home movies onto DVD without ever touching a PC. We explore your options and offer some tips on doing it right.",3
880,"Tigers 6, White Sox 4 Eric Munson hit a go-ahead, three-run homer in the seventh inning to lead the Detroit Tigers to a 6-4 victory over the Chicago White Sox on Tuesday night.",1
881,"IOA sets up committee to probe dope scandal Athens, Aug 20. (PTI):In a belated damage-control exercise, the Indian Olympic Association today announced setting up of a Committee to probe into the Olympic Games doping scandal and suggest stringent measures to curb the menace. ",1
882,"First Profit Since 2000 For Lucent Lucent Technologies Inc, the nation #39;s leading telecommunications-equipment maker, recorded its first annual profit since 2000, fueled by rapid growth in its wireless telephone division, the company announced yesterday.",2
883,US promises to comply with WTO export rules The WTO gave European nations and other countries the go-ahead to impose punitive duties on US exports ranging from lobsters to trucks because of Washington #39;s failure to repeal a law the WTO says unlawfully protects the US steel industry.,2
884,"Clemson, South Carolina players suspended for fight Six Clemson players and six South Carolina players were suspended one game by their conferences on Monday for participating in a brawl during a game between the in-state rivals on Nov. 20.",1
885,Bonds whiffs with fans MILWAUKEE -- San Francisco Giants manager Felipe Alou hopes Barry Bonds #39; 700th home run -- whenever it comes -- will change the public #39;s perception of the surly slugger.,1
886,"Body and brain of gamers probed The games industry could benefit from scientific ""mood profiling"" to develop hit games, researchers say.",3
887,Wire Out for Bills; Jets' Strait Sidelined (AP) AP - Bills strong safety Coy Wire and Jets reserve cornerback Derrick Strait were inactive for their game Sunday because of injury.,1
888,"Iraq elections to go ahead on schedule, says interim premier PARIS : Iraq #39;s elections will go ahead as scheduled in January even if some Iraqis are unable to vote due to the security situation in the country, interim Prime Minister Iyad Allawi said in an interview published in the several western daily newspapers.",0
889,"To finish first, first be Finnish Miracles don #39;t happen in motor racing, but there is an exception to every rule. At the start of the 2004 season the McLaren-Mercedes was the joke of the paddock.",1
890,"Cambodian King Delays Return, Wants to Abdicate Cambodian King Norodom Sihanouk, now 83, sick and dismayed at political infighting in his impoverished country as it tries to recover from the  quot;Killing Fields quot; era, wants to give up his throne.",0
891,"Instant Messaging Goes Graphical For most of the millions of people around the world who regularly use instant messaging, the communications tool has largely been a text-only experience in which typed emoticons offer only minimal clues to someone #39;s state of mind.",3
892,"Microsoft previews 64-bit XP, promises no price hikes Microsoft on Wednesday released public previews of the 64-bit editions of Windows XP and Windows Server 2003 as it changed the official names of the high-end operating systems. ",3
893,Taylor Is Moving Closer A penchant for making big plays and the recent release of Ifeanyi Ohalete has ripped open the door for rookie Sean Taylor to claim a starting spot.,1
894,"US analyst testifies on Bosnian war as a Milosevic defense witness A former US policy analyst, testifying for the defense at Slobodan Milosevic #39;s war crimes trial Wednesday, said part of the groundwork ",0
895,"Russian Ministries Move to Approve Kyoto Treaty  MOSCOW (Reuters) - At least one Russian ministry has signed  letters agreeing to Moscow's approval of the Kyoto Protocol, a  spokesman said on Thursday in what could be a final step on the  long road to bringing the global pact into force.",0
896,Greenspan: U.S. Needs to Cut Budget Gap (Reuters) Reuters - U.S. Federal Reserve Chairman Alan\Greenspan said on Friday the United States should cut its\budget gap to foster a more balanced pattern of global trade\and avoid painful economic consequences.,2
897,"Siebel to Buy Edocs for  #36;115 Million (AP) AP - Siebel Systems Inc., the largest maker of customer-relations management software, Friday said it agreed to acquire Edocs Inc., a closely held provider of electronic-billing software, for  #36;115 million.",3
898,"Wigley makes clean break from Southampton Wigley had been under intense pressure at St Marys since replacing Paul Sturrock at the start of the season, with his position as head coach being questioned in the wake of some poor form.",1
899,Getting your report Consumers in Arizona and 12 other Western states can order free credit reports starting today. Residents in other states will be able to make similar requests at various times in 2005.,2
900,"Nvidia aims to take lead in K8 chipset market with nForce 4 MCP With its recent introduction of the PCIe-enabled Nvidia nForce4 media and communication processors (MCP) for Advanced Micro Devices (AMD) processors, Nvidia expects to extend its lead against other chipmakers for the worlds K8 chipset market, said Drew ",3
901,"Angry Shaq on Kobe:  #39;He #39;s a joke ... a clown #39; O #39;Neal lashed out at his former Los Angeles Lakers teammate again during a photo shoot in Florida.  quot;The guy #39;s a joke, quot; O #39;Neal was quoted as saying in the Fort Lauderdale Sun-Sentinel on Friday.",1
902,"In China's Cities, a Turn From Factories The country's labor force is stalling as urban workers, tired of paltry pay and rat-infested apartments, seek higher wages and better conditions in rural areas.",0
903,Passing the torch Calgary Sun. Dan Marino wouldn #39;t swap his collection of NFL records and Hall-of-Fame nomination for the world. Not even for that elusive Super Bowl victory.,1
904,"Offensive To Watch The coaches can defend Mark Brunell and the offense all they want, but it's a unit that hasn't yet scored 20 points in a game.",1
905,Long-awaited Doom 3 hits the UK Doom 3 goes on sale in the UK at a time of renewed concerns over violence in video games.,3
906,"Japan Typhoon Causes Landslides, Floods TOKYO Sept. 6, 2004 - A powerful typhoon pounded Japan #39;s southern main island of Kyushu on Tuesday, grounding airplanes, halting trains and forcing thousands to evacuate their homes.",0
907,"Novell wins windfall Microsoft settlement As software disputes go, Novell #39;s decade-long antitrust claim against Microsoft was particularly drawn out. That made the \$536 million payoff announced Monday especially sweet.",2
908,"Microsoft: Ready To Comply With EU Order If Appeal Fails Even as Microsoft appeals a finding that it broke antitrust rules, the company says it has spent millions to make a stripped-down version of Windows.",2
909,"Sportsview: BoSox-Yanks an Instant Classic (AP) AP - Heroics and heartbreaks, diving catches and basepath blunders, hot bats and bizarre slumps, rainy days and endless nights.",1
910,Russia #39;s Yukos seeks protection in US Russia #39;s Yukos oil company has filed for bankruptcy in a Houston court to halt a Kremlin-driven liquidation of the nation #39;s biggest crude oil producer.,2
911,"Fox to announce deal to air Fiesta, Orange, Sugar bowls in  #39;06 On Monday, Fox will announce a four-year deal to carry four Bowl Championship Series games, according to an executive familiar with the negotiations, starting with bowls after the 2006 regular season.",1
912,"Apache Balks At Microsoft #39;s Licensing In Anti-Spam Standard Sender &lt;b&gt;...&lt;/b&gt; Sep. 03, 2004. The Apache Software Foundation, developers of the popular open-source Apache web server, said on Thursday that it wouldn #39;t support the proposed anti-spam standard ",3
913,"Update 5: Vivendi, Messier Are Fined \$1.35M Each French regulators fined Vivendi Universal SA and its former boss Jean-Marie Messier nearly \$1.4 million each on Tuesday for deceiving investors with a litany of inaccurate financial communications issued over a two-year period.",2
914,MmO2 teams up with Japan #39;s DoCoMo European cell phone group mmO2 has agreed to adopt the i-mode mobile Internet technology pioneered by Japan #39;s NTT DoCoMo and plans to bring ,3
915,A Bird's-Eye Test for Profits Comparing operating cash flows to net income lets investors weed out disasters early.,2
916,New Way to Help Find Quake Survivors -Sniffer Rats Sniffer rescue dogs trained to find explosives or earthquake survivors buried in rubble may soon have some competition -- rats. The rodents can crawl into the tiniest spaces and have a strong sense of smell.,3
917,"Cash has ACL tear in her left knee AUBURN HILLS, Mich. -- The Detroit Shock will be without their leading scorer for the remainder of the season. Prior to their 82-71 victory over the New York Liberty on Tuesday, the Shock placed Swin Cash ",1
918,"Nokia Shrinks 'Brick' Handset to Tap New Markets  AMSTERDAM (Reuters) - Nokia, the world's biggest handset  maker, unveiled on Wednesday a miniature version of its  equivalent of the Swiss Army knife it hopes will lure women and  less-techie business people.",3
919,The world in your palm New CDMA-GSM phones are hitting the market. Are they a niche device for business travelers or a bombshell set to rattle the wireless industry?,3
920,Sexual abuse trials underway on Pitcairn Pitcairn Island #39;s sex trials have started this morning with Mayor Steve Christian the first to face the court. The prosecution has told the court Mr Christian committed offences against four women between 1964 and 1975.,0
921,Howard says help at hand PRIME Minister Mr John Howard was yesterday forced to defend Mr Alexander Downer in relation to the Foreign Ministers comments that Australia was not bound to help the US defend Taiwan.,0
922,"SBC Offers Wi-Fi Service to DSL Users for  #36;1.99/mo (Reuters) Reuters - SBC Communications Inc.  said\on Monday it would offer access to its network of 3,900 public\Wi-Fi Internet access points to its high-speed Internet\subscribers for  #36;1.99 per month.",3
923,"2 killed in Baghdad blast A car bomb targeting a US Military convoy exploded near the Australian Embassy in Baghdad on Monday, killing at least two people. Police at the scene said the morning explosion killed two Iraqi bystanders and injured several others.",0
924,"Euro, oil saps German confidence Economists had forecast a drop to 94.8. The November business assessment index fell to 93.8 from 94.7 in October, while the business expectation index fell to 94.3 from 95.9 last month, Ifo said.",2
925,"Kernan Campaign Benefits from Jobs Announcement (Muncie) - Jobs remain the top issue in the race for governor, and Democrat Joe Kernan, who has been the target of criticism for his job creation efforts, is fighting back today on two fronts.",2
926,"Google, Overture Trademark Case Moves Forward A federal judge has let insurer GEICO #39;s lawsuit against the two biggest providers of search-based advertising move forward, setting the stage for closer examination of whether the burgeoning form of online ads breaks trademark laws.",3
927,This Travel Search Site Could Go Far Svetlozar Nestorov #39;s Mobissimo aims to make the Web #39;s massive travel deals and info much more accessible. He #39;s off to a good start.,3
928,German trial stirs torture debate An ex-police officer goes on trial in Germany charged with threatening a suspect with torture.,0
929,"Holtz To Announce Retirement COLUMBIA -- The Lou Holtz era at the University of South Carolina will soon come to an end. The 67-year-old South Carolina coach plans to officially announce his retirement Monday morning, ending one of the ",1
930,"Sears and Kmart in \$11bn merger Wall Street analysts were sent reeling by the surprise \$11 billion (6bn) merger of retailers Sears Roebuck and Kmart. The deal, which was unanimously approved by both companies ",2
931,"Gamer buys \$26,500 virtual land A gamer spends \$26,500 on a virtual island that exists only in a PC role-playing game.",3
932,"Nokia: 3Q Profits Will Beat Predictions Nokia said Thursday its third-quarter revenue and profits would be better than expected, citing an increase in mobile phone sales.",2
933,"Tennis: Roddick Reaches Second Round of Thailand Open Second seed Andy Roddick of the United States has easily reached the second round of the Thailand Open tennis tournament in Bangkok with a straight-set win over Arvind Parmar of Britain, 6-1, 6-4.",1
934,"US inflation in check, giving Fed room to maneuver (AFP) AFP - New data showed US inflation in check, with consumer prices up a modest 0.1 percent in August, giving the Federal Reserve room go slow on boosting interest rates.",2
935,REWARD OFFERED FOR JI SUSPECTS The Indonesian government has posted cash rewards for information leading to the arrests of two top Malaysian suspects and others responsible for last weeks Australian embassy bombing in Jakarta.,0
936,"Dell warns on fire-risk laptops Computer giant Dell is to recall 4.4 million laptop power adapters because of a fear they could overheat, creating a risk of fire or electric shock.",3
937,"Latest China Mine Blast Kills 33 A gas explosion at a coal mine in the northern Chinese province of Shanxi killed 28 miners and five rescuers, the government said on Friday, in the latest in a grim series of similar disasters.",0
938,"Miller breaks through in downhill The way Antoine Deneriaz figures it, he was the fastest human on the course during yesterday #39;s season-opening World Cup downhill at Lake Louise, Alta.",1
939,"U.N. Tribunal Convicts Bosnian Serb (AP) AP - The Yugoslav war crimes tribunal convicted a high-ranking Bosnian Serb leader Wednesday of torture, deportation, and other crimes against Bosnian Muslims and Bosnian Croats, but acquitted him of genocide. He was sentenced to 32 years in prison.",0
940,"Ruffin Fills Key Role With power forward Etan Thomas having missed the entire season, reserve forward Michael Ruffin has done well in taking his place.",1
941,"Sun to tout Wall Street wins in September Struggling company set to show that it's grabbed some customers in the financial community, one of Sun's three chief markets.",3
942,Tennis: Federer leads Agassi Roger Federer leads Andre Agassi two sets to one before rain interrupts their US Open quarter-final.,0
943,"Nikkei Hits 1-Month Closing Low  TOKYO (Reuters) - Japan's Nikkei stock average dipped 1.06  percent to a one-month closing low on Wednesday, extending  losses from the day before when poor Japanese industrial output  data put a damper on the economy's outlook.",2
944,"AMD, Tata launch Internet Communicator AMD launches the \$185 Personal Internet Communicator(PIC) in partnership with Tata Indicom to tap the Indian market. MUMBAI: The Austin, TX-based chip vendor AMD calls it the 50x15 initiative : the move towards ",3
945,"Are we our DVD collections? Even if we don't watch? (USATODAY.com) USATODAY.com - For many collectors, owning DVDs is becoming more important than actually watching them.",3
946,EU go-ahead for Oracle takeover The European Commission gives US software giant Oracle the green light for its takeover of US rival Peoplesoft.,2
947,Oil Falls from Highs After Missing \$50 Oil prices eased from new highs on Friday as dealers pocketed profits from a long record-breaking run after escalating violence in Iraq took US crude close to \$50 a barrel.,2
948,"IPO plans from China #39;s sole unlisted telecom WASHINGTON - China Netcom, the only unlisted company among China #39;s four big telecoms operators, filed on Friday with the US Securities and Exchange Commission to raise as much as US\$1.",2
949,"New Bagle virus declares cyber war IT security experts have warned that a newly intercepted mutant of the infamous mass-mailing Bagle worm, dubbed Bagle.bb, has begun to spread rapidly across the internet.",3
950,"Heat Win 5th Straight, Beat Wizards 106-83 (AP) AP - Shaquille O'Neal scored a season-high 40 points, and the Miami Heat overcame the loss of leading scorer Dwyane Wade to beat the Washington Wizards 106-83 Monday night for their fifth straight win.",1
